mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_solver,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,Sample Type,Train Percentage,Model,param_criterion,param_max_depth,param_max_features,param_n_estimators,criterion,max_depth,max_features,n_estimators,param_min_samples_leaf,param_min_samples_split,param_splitter,min_samples_leaf,min_samples_split,splitter,param_colsample_bytree,param_subsample,colsample_bytree,subsample,param_learning_rate_init,param_max_iter,learning_rate_init,max_iter,param_bootstrap,bootstrap,param_gamma,param_min_child_weight,gamma,min_child_weight,param_fit_kwargs,param_model_kwargs,fit_kwargs,model_kwargs
0.9535726070404053,0.0209667734387249,0.0008924007415771,0.0002113766468424,relu,0.001,"(100,)",adaptive,sgd,-5126677.919406569,-4898505.713774359,-4433229.3566538645,-3771277.612266634,-4469960.755218262,-4539930.271463938,464748.72331408726,41,relu,0.001,"(100,)",adaptive,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0543052673339843,0.0166686864214376,0.0006939888000488,8.776594319424312e-05,relu,0.001,"(50, 50)",constant,adam,-60.08973302596224,-54.99834243459392,-99.80145633505072,-70.81777655291299,-38.83690183085726,-64.90884203587542,20.26621780110004,11,relu,0.001,"(50, 50)",constant,adam,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0140484809875488,0.0021659426342346,0.0006153583526611,4.997722043202731e-05,relu,0.001,"(50, 50)",constant,sgd,-41056827.46830555,-35074809.60014381,-212083.95004971567,-17859.28389062215,-1484872.8212261244,-15569290.624723164,18472365.540526703,47,relu,0.001,"(50, 50)",constant,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0576277256011962,0.0161059392663037,0.0007611751556396,0.0001286324777323,relu,0.001,"(50, 50)",adaptive,adam,-60.08973302596224,-54.99834243459392,-99.80145633505072,-70.81777655291299,-38.83690183085726,-64.90884203587542,20.26621780110004,11,relu,0.001,"(50, 50)",adaptive,adam,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0762108325958252,0.0028897699419711,0.0006561756134033,7.257790501642239e-05,relu,0.001,"(50, 50)",adaptive,sgd,-41056827.46830555,-35074809.60014381,-212083.95004971567,-17859.28389062215,-1484872.8212261244,-15569290.624723164,18472365.540526703,47,relu,0.001,"(50, 50)",adaptive,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1081434726715087,0.0131998604053059,0.0005820751190185,1.3437673834782462e-05,tanh,0.0001,"(50,)",constant,adam,-58.56190480304935,-41.44764501937077,-50.91604667242381,-91.98819453273414,-30.445267322401257,-54.67181166999588,20.897631731317105,3,tanh,0.0001,"(50,)",constant,adam,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0339037895202636,0.0054512927860889,0.0008148193359375,0.0001908583598873,tanh,0.0001,"(50,)",constant,sgd,-76.69348613202824,-42.29146595628619,-120.72734019827588,-45.44397795544373,-49.85165682818576,-67.00158541404394,29.49518659075909,15,tanh,0.0001,"(50,)",constant,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1217717170715332,0.0299949591408149,0.0005957603454589,6.0303105213689136e-05,tanh,0.0001,"(50,)",adaptive,adam,-58.56190480304935,-41.44764501937077,-50.91604667242381,-91.98819453273414,-30.445267322401257,-54.67181166999588,20.897631731317105,3,tanh,0.0001,"(50,)",adaptive,adam,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0525954723358154,0.0013463438906036,0.0005576133728027,1.908802432095194e-05,tanh,0.0001,"(50,)",adaptive,sgd,-76.69348613202824,-42.29146595628619,-120.72734019827588,-45.44397795544373,-49.85165682818576,-67.00158541404394,29.49518659075909,15,tanh,0.0001,"(50,)",adaptive,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1183989524841308,0.0280451249728805,0.0005987644195556,9.982423904030066e-06,tanh,0.0001,"(100,)",constant,adam,-74.0879474423734,-54.32748138393016,-51.57260037075566,-150.55616060327318,-42.128702744535445,-74.53457850897357,39.40862956696445,23,tanh,0.0001,"(100,)",constant,adam,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0292169094085693,0.0027568267520141,0.0006120204925537,0.0001008321753424,tanh,0.0001,"(100,)",constant,sgd,-84.27334431146349,-51.35472275760613,-66.73819326138046,-59.5030618720136,-49.281557549092575,-62.23017595031124,12.645970451635185,8,tanh,0.0001,"(100,)",constant,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1214874744415283,0.0357278708975869,0.0006572246551513,6.490778439222967e-05,tanh,0.0001,"(100,)",adaptive,adam,-74.0879474423734,-54.32748138393016,-51.57260037075566,-150.55616060327318,-42.128702744535445,-74.53457850897357,39.40862956696445,23,tanh,0.0001,"(100,)",adaptive,adam,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0895119667053222,0.030971728508401,0.000640058517456,0.0001074635452963,tanh,0.0001,"(100,)",adaptive,sgd,-60.61279045213527,-51.35472275760613,-66.73819326138046,-69.13586725526822,-49.281557549092575,-59.42462625509653,7.965091129566186,7,tanh,0.0001,"(100,)",adaptive,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1396541118621826,0.0375170976891688,0.0006464481353759,4.35732636728832e-05,tanh,0.0001,"(50, 50)",constant,adam,-78.6411639281287,-281.9969587685178,-58.75075630382424,-265.0944358315048,-55.88511308361611,-148.07368558311833,102.88585203737853,31,tanh,0.0001,"(50, 50)",constant,adam,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.037501573562622,0.0084561646351824,0.0006491661071777,4.715565107894487e-05,tanh,0.0001,"(50, 50)",constant,sgd,-500.4433496029776,-53.98481129324943,-62.63255362516705,-44.67792216148159,-88.30758876518838,-150.00924508961276,175.81878266342113,33,tanh,0.0001,"(50, 50)",constant,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1573461055755615,0.0334772059892411,0.0008216381072998,0.0001901079484642,tanh,0.0001,"(50, 50)",adaptive,adam,-78.6411639281287,-281.9969587685178,-58.75075630382424,-265.0944358315048,-55.88511308361611,-148.07368558311833,102.88585203737853,31,tanh,0.0001,"(50, 50)",adaptive,adam,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.115607213973999,0.0093164153046865,0.0007252216339111,7.931213975755385e-05,tanh,0.0001,"(50, 50)",adaptive,sgd,-500.4433496029776,-53.98481129324943,-62.63255362516705,-44.67792216148159,-88.30758876518838,-150.00924508961276,175.81878266342113,33,tanh,0.0001,"(50, 50)",adaptive,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.118562364578247,0.0170986220171106,0.0006058692932128,1.4570008865502422e-05,tanh,0.001,"(50,)",constant,adam,-58.561609437054365,-41.44980863827987,-50.91724565632895,-91.99668989291432,-30.443660216690763,-54.67380276825365,20.900710486334784,5,tanh,0.001,"(50,)",constant,adam,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0273381233215332,0.0068279832351112,0.0009671211242675,0.0003093224893374,tanh,0.001,"(50,)",constant,sgd,-75.36960077346426,-39.403949900941214,-122.37719607423384,-46.20281664901717,-48.282131110073614,-66.32713890154602,30.59033763804148,13,tanh,0.001,"(50,)",constant,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1141209602355957,0.0142300161041482,0.0006385803222656,0.0001096607906841,tanh,0.001,"(50,)",adaptive,adam,-58.561609437054365,-41.44980863827987,-50.91724565632895,-91.99668989291432,-30.443660216690763,-54.67380276825365,20.900710486334784,5,tanh,0.001,"(50,)",adaptive,adam,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0550091743469238,0.0010891992650353,0.0006668090820312,0.0001310932280646,tanh,0.001,"(50,)",adaptive,sgd,-75.36960077346426,-39.403949900941214,-122.37719607423384,-46.20281664901717,-48.282131110073614,-66.32713890154602,30.59033763804148,13,tanh,0.001,"(50,)",adaptive,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1244261741638183,0.0298022370354002,0.0006697654724121,6.637282063685477e-05,tanh,0.001,"(100,)",constant,adam,-74.08786208894978,-54.32655213001559,-51.56934607526619,-150.54796953660636,-42.127471610366975,-74.53184028824097,39.40614658145362,21,tanh,0.001,"(100,)",constant,adam,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0353303909301757,0.0090658809504998,0.0006791114807128,7.567581470373558e-05,tanh,0.001,"(100,)",constant,sgd,-52.00563455873189,-49.0403006244471,-55.10256197229768,-62.67159138505168,-49.62592919201067,-53.689203546507805,4.97268086080399,2,tanh,0.001,"(100,)",constant,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.128413438796997,0.0325461856940677,0.0006167888641357,1.968708122501996e-05,tanh,0.001,"(100,)",adaptive,adam,-74.08786208894978,-54.32655213001559,-51.56934607526619,-150.54796953660636,-42.127471610366975,-74.53184028824097,39.40614658145362,21,tanh,0.001,"(100,)",adaptive,adam,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0847152233123779,0.0154775216517006,0.0006412982940673,3.822866276095526e-05,tanh,0.001,"(100,)",adaptive,sgd,-46.57055314138696,-49.0403006244471,-55.10256197229768,-62.67159138505168,-49.62592919201067,-52.60218726303882,5.754485759268578,1,tanh,0.001,"(100,)",adaptive,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1479736328125,0.0389994013903946,0.0006655693054199,2.1987105625351925e-05,tanh,0.001,"(50, 50)",constant,adam,-78.64091067491458,-281.9695668837613,-58.75108255541844,-265.09375903238094,-55.86192376857488,-148.06344858301003,102.88270093208602,29,tanh,0.001,"(50, 50)",constant,adam,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0374997615814209,0.0092872881861063,0.0006823539733886,3.989363409448809e-05,tanh,0.001,"(50, 50)",constant,sgd,-507.7745065302631,-44.359490661371794,-105.5296248032194,-40.79515981795589,-80.9142286272245,-155.87460208800692,177.57596412991012,35,tanh,0.001,"(50, 50)",constant,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1513733863830566,0.0366287864323556,0.0007917881011962,0.0001689654152099,tanh,0.001,"(50, 50)",adaptive,adam,-78.64091067491458,-281.9695668837613,-58.75108255541844,-265.09375903238094,-55.86192376857488,-148.06344858301003,102.88270093208602,29,tanh,0.001,"(50, 50)",adaptive,adam,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1095701694488525,0.0091547107481396,0.00072922706604,8.342914400749797e-05,tanh,0.001,"(50, 50)",adaptive,sgd,-507.7745065302631,-44.359490661371794,-105.5296248032194,-40.79515981795589,-80.9142286272245,-155.87460208800692,177.57596412991012,35,tanh,0.001,"(50, 50)",adaptive,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.23127121925354,0.0984340426647527,0.00130615234375,0.0002214605795258,relu,0.0001,"(50,)",constant,adam,-110.50219946256102,-83.79264123375435,-59.99139342551571,-270.6725453582574,-71.51455367103122,-119.29466663022392,77.52777677907537,19,relu,0.0001,"(50,)",constant,adam,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.371685266494753,0.7452817513391199,0.0014299392700195,0.00025354748642,relu,0.0001,"(50,)",constant,sgd,-185351.9846173233,-201862.07732997337,-192201.36885611812,-182402.96515812384,-202265.02037118495,-192816.68326654471,8193.120167489942,37,relu,0.0001,"(50,)",constant,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2084912300109863,0.0776074324873924,0.00113205909729,8.883764197801548e-05,relu,0.0001,"(50,)",adaptive,adam,-110.50219946256102,-83.79264123375435,-59.99139342551571,-270.6725453582574,-71.51455367103122,-119.29466663022392,77.52777677907537,19,relu,0.0001,"(50,)",adaptive,adam,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.146565246582032,0.2445159650631391,0.001444387435913,0.0001995433554753,relu,0.0001,"(50,)",adaptive,sgd,-185351.9846173233,-201862.07732997337,-192201.36885611812,-182402.96515812384,-202265.02037118495,-192816.68326654471,8193.120167489942,37,relu,0.0001,"(50,)",adaptive,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6348373413085937,0.732256211920754,0.0021990299224853,0.0003614800755807,relu,0.0001,"(100,)",constant,adam,-65.9967031923786,-132.9220054651229,-228.3291654497064,-638.0317127591235,-81.18891943508645,-229.2937012602836,212.111353822123,27,relu,0.0001,"(100,)",constant,adam,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.325607109069825,0.5895466075396384,0.002118968963623,0.0001541361344038,relu,0.0001,"(100,)",constant,sgd,-545800.3864030234,-523606.714913802,-471634.7098493569,-452421.6726248034,-572650.2969306888,-513222.7561443349,45004.66319992594,45,relu,0.0001,"(100,)",constant,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5367707729339599,0.6161722661880281,0.001715612411499,0.0001662474408138,relu,0.0001,"(100,)",adaptive,adam,-65.9967031923786,-132.9220054651229,-228.3291654497064,-638.0317127591235,-81.18891943508645,-229.2937012602836,212.111353822123,27,relu,0.0001,"(100,)",adaptive,adam,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.38660955429077,0.3748029369934604,0.0019256114959716,3.6218473888164046e-05,relu,0.0001,"(100,)",adaptive,sgd,-545800.3864030234,-523606.714913802,-471634.7098493569,-452421.6726248034,-572650.2969306888,-513222.7561443349,45004.66319992594,45,relu,0.0001,"(100,)",adaptive,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2168071269989013,0.0680435126058103,0.0011356353759765,5.880417237284473e-05,relu,0.0001,"(50, 50)",constant,adam,-88.06076722389287,-85.33666831081743,-189.54186045760525,-84.56001222678259,-87.0373380411708,-106.9073292520538,41.33562915992183,13,relu,0.0001,"(50, 50)",constant,adam,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.035380458831787,5.943254043228338,0.0011993885040283,0.0001288196212127,relu,0.0001,"(50, 50)",constant,sgd,-217727.15390812536,-246525.21422902693,-204582.1166491565,-214537.6024656862,-264097.04818676965,-229493.82708775293,22226.954933241515,43,relu,0.0001,"(50, 50)",constant,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2183263778686523,0.0710181149517349,0.0013693809509277,0.000246664483589,relu,0.0001,"(50, 50)",adaptive,adam,-88.06076722389287,-85.33666831081743,-189.54186045760525,-84.56001222678259,-87.0373380411708,-106.9073292520538,41.33562915992183,13,relu,0.0001,"(50, 50)",adaptive,adam,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.357283687591553,5.888305250022581,0.0012661933898925,0.0001174664313246,relu,0.0001,"(50, 50)",adaptive,sgd,-217727.15390812536,-246525.21422902693,-204582.1166491565,-214537.6024656862,-264097.04818676965,-229493.82708775293,22226.954933241515,43,relu,0.0001,"(50, 50)",adaptive,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2298681735992431,0.1008546547164146,0.0014115333557128,9.900712658149352e-05,relu,0.001,"(50,)",constant,adam,-110.50226742518164,-83.79265555337254,-59.991368418311154,-270.67248142031,-71.51452928395605,-119.29466042022628,77.52775578919125,17,relu,0.001,"(50,)",constant,adam,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.940126323699952,0.3125539116680661,0.0013442516326904,8.580649882757789e-05,relu,0.001,"(50,)",constant,sgd,-185351.99373824487,-201862.0843155473,-192201.3760668768,-182402.9696966949,-202265.02328710112,-192816.689420893,8193.119458422447,39,relu,0.001,"(50,)",constant,sgd,vo2max_relative,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
